seqlengths isCircular genome chrom
7283150 FALSE hg19 chr1_jh636052_fix
1676126 FALSE hg19 chr1_jh636053_fix
758378 FALSE hg19 chr1_jh636054_fix
24680 FALSE hg19 chr1_jh806573_fix
22982 FALSE hg19 chr1_jh806574_fix
47409 FALSE hg19 chr1_jh806575_fix
66021 FALSE hg19 chr2_gl877870_fix
389939 FALSE hg19 chr2_gl877871_fix
599580 FALSE hg19 chr2_kb663603_fix
171362 FALSE hg19 chr3_gl383523_fix
78793 FALSE hg19 chr3_gl383524_fix
65063 FALSE hg19 chr3_gl383525_fix
393769 FALSE hg19 chr3_jh159131_fix
100694 FALSE hg19 chr3_jh159132_fix
263861 FALSE hg19 chr3_ke332495_fix
248177 FALSE hg19 chr4_gl582967_fix
297485 FALSE hg19 chr4_gl877872_fix
503215 FALSE hg19 chr4_ke332496_fix
266316 FALSE hg19 chr5_jh159133_fix
543325 FALSE hg19 chr5_ke332497_fix
262912 FALSE hg19 chr6_jh636056_fix
200195 FALSE hg19 chr6_jh636057_fix
273386 FALSE hg19 chr6_jh806576_fix
478993 FALSE hg19 chr6_kb663604_fix
149443 FALSE hg19 chr6_ke332498_fix
356330 FALSE hg19 chr7_gl582968_fix
251823 FALSE hg19 chr7_gl582969_fix
354970 FALSE hg19 chr7_gl582970_fix
1284284 FALSE hg19 chr7_gl582971_fix
327774 FALSE hg19 chr7_gl582972_fix
3821770 FALSE hg19 chr7_jh159134_fix
716227 FALSE hg19 chr7_jh636058_fix
274521 FALSE hg19 chr7_ke332499_fix
429806 FALSE hg19 chr8_gl383535_fix
203777 FALSE hg19 chr8_gl383536_fix
608579 FALSE hg19 chr8_gl949743_fix
102251 FALSE hg19 chr8_jh159135_fix
228602 FALSE hg19 chr8_ke332500_fix
330164 FALSE hg19 chr9_gl339450_fix
62435 FALSE hg19 chr9_gl383537_fix
49281 FALSE hg19 chr9_gl383538_fix
295379 FALSE hg19 chr9_jh636059_fix
22394 FALSE hg19 chr9_jh806577_fix
169437 FALSE hg19 chr9_jh806578_fix
211307 FALSE hg19 chr9_jh806579_fix
155926 FALSE hg19 chr9_kb663605_fix
392792 FALSE hg19 chr10_gl383543_fix
128378 FALSE hg19 chr10_gl383544_fix
168465 FALSE hg19 chr10_gl877873_fix
2281126 FALSE hg19 chr10_jh591181_fix
196262 FALSE hg19 chr10_jh591182_fix
177920 FALSE hg19 chr10_jh591183_fix
437946 FALSE hg19 chr10_jh636060_fix
93149 FALSE hg19 chr10_jh806580_fix
305900 FALSE hg19 chr10_kb663606_fix
1020827 FALSE hg19 chr10_ke332501_fix
321004 FALSE hg19 chr11_gl582973_fix
276448 FALSE hg19 chr11_gl949744_fix
108875 FALSE hg19 chr11_jh159138_fix
120441 FALSE hg19 chr11_jh159139_fix
546435 FALSE hg19 chr11_jh159140_fix
240775 FALSE hg19 chr11_jh159141_fix
326647 FALSE hg19 chr11_jh159142_fix
191402 FALSE hg19 chr11_jh159143_fix
462282 FALSE hg19 chr11_jh591184_fix
167437 FALSE hg19 chr11_jh591185_fix
408430 FALSE hg19 chr11_jh720443_fix
872115 FALSE hg19 chr11_jh806581_fix
165247 FALSE hg19 chr12_gl383548_fix
163298 FALSE hg19 chr12_gl582974_fix
273128 FALSE hg19 chr12_jh720444_fix
334922 FALSE hg19 chr12_kb663607_fix
34662 FALSE hg19 chr13_gl582975_fix
1523386 FALSE hg19 chr14_kb021645_fix
170033 FALSE hg19 chr15_jh720445_fix
97345 FALSE hg19 chr16_jh720446_fix
457041 FALSE hg19 chr17_gl383558_fix
338640 FALSE hg19 chr17_gl383559_fix
534288 FALSE hg19 chr17_gl383560_fix
644425 FALSE hg19 chr17_gl383561_fix
45551 FALSE hg19 chr17_gl383562_fix
412535 FALSE hg19 chr17_gl582976_fix
388340 FALSE hg19 chr17_jh159144_fix
194862 FALSE hg19 chr17_jh159145_fix
376223 FALSE hg19 chr17_jh591186_fix
186059 FALSE hg19 chr17_jh636061_fix
454385 FALSE hg19 chr17_jh720447_fix
342635 FALSE hg19 chr17_jh806582_fix
211416 FALSE hg19 chr17_kb021646_fix
341712 FALSE hg19 chr17_ke332502_fix
580393 FALSE hg19 chr19_gl582977_fix
245473 FALSE hg19 chr19_jh159149_fix
1058686 FALSE hg19 chr19_kb021647_fix
579598 FALSE hg19 chr19_ke332505_fix
179899 FALSE hg19 chr20_gl582979_fix
70483 FALSE hg19 chr20_jh720448_fix
283551 FALSE hg19 chr20_kb663608_fix
307252 FALSE hg19 chr21_ke332506_fix
212298 FALSE hg19 chr22_jh720449_fix
167183 FALSE hg19 chr22_jh806583_fix
70876 FALSE hg19 chr22_jh806584_fix
73505 FALSE hg19 chr22_jh806585_fix
43543 FALSE hg19 chr22_jh806586_fix
284527 FALSE hg19 chrX_gl877877_fix
3110903 FALSE hg19 chrX_jh159150_fix
898979 FALSE hg19 chrX_jh720451_fix
522319 FALSE hg19 chrX_jh720452_fix
1461188 FALSE hg19 chrX_jh720453_fix
752267 FALSE hg19 chrX_jh720454_fix
65034 FALSE hg19 chrX_jh720455_fix
4110759 FALSE hg19 chrX_jh806587_fix
862483 FALSE hg19 chrX_jh806588_fix
270630 FALSE hg19 chrX_jh806589_fix
2418393 FALSE hg19 chrX_jh806590_fix
882083 FALSE hg19 chrX_jh806591_fix
835911 FALSE hg19 chrX_jh806592_fix
389631 FALSE hg19 chrX_jh806593_fix
390496 FALSE hg19 chrX_jh806594_fix
444074 FALSE hg19 chrX_jh806595_fix
413927 FALSE hg19 chrX_jh806596_fix
1045622 FALSE hg19 chrX_jh806597_fix
899320 FALSE hg19 chrX_jh806598_fix
1214327 FALSE hg19 chrX_jh806599_fix
6530008 FALSE hg19 chrX_jh806600_fix
1389764 FALSE hg19 chrX_jh806601_fix
713266 FALSE hg19 chrX_jh806602_fix
182949 FALSE hg19 chrX_jh806603_fix
469972 FALSE hg19 chrX_kb021648_fix
182439 FALSE hg19 chr1_gl383518_alt
110268 FALSE hg19 chr1_gl383519_alt
366579 FALSE hg19 chr1_gl383520_alt
143390 FALSE hg19 chr2_gl383521_alt
123821 FALSE hg19 chr2_gl383522_alt
96131 FALSE hg19 chr2_gl582966_alt
180671 FALSE hg19 chr3_gl383526_alt
173151 FALSE hg19 chr3_jh636055_alt
164536 FALSE hg19 chr4_gl383527_alt
376187 FALSE hg19 chr4_gl383528_alt
121345 FALSE hg19 chr4_gl383529_alt
1612928 FALSE hg19 chr5_gl339449_alt
101241 FALSE hg19 chr5_gl383530_alt
173459 FALSE hg19 chr5_gl383531_alt
82728 FALSE hg19 chr5_gl383532_alt
226852 FALSE hg19 chr5_gl949742_alt
124736 FALSE hg19 chr6_gl383533_alt
187824 FALSE hg19 chr6_kb021644_alt
119183 FALSE hg19 chr7_gl383534_alt
162988 FALSE hg19 chr9_gl383539_alt
71551 FALSE hg19 chr9_gl383540_alt
171286 FALSE hg19 chr9_gl383541_alt
60032 FALSE hg19 chr9_gl383542_alt
179254 FALSE hg19 chr10_gl383545_alt
309802 FALSE hg19 chr10_gl383546_alt
154407 FALSE hg19 chr11_gl383547_alt
200998 FALSE hg19 chr11_jh159136_alt
191409 FALSE hg19 chr11_jh159137_alt
120804 FALSE hg19 chr12_gl383549_alt
169178 FALSE hg19 chr12_gl383550_alt
184319 FALSE hg19 chr12_gl383551_alt
138655 FALSE hg19 chr12_gl383552_alt
152874 FALSE hg19 chr12_gl383553_alt
167313 FALSE hg19 chr12_gl877875_alt
408271 FALSE hg19 chr12_gl877876_alt
372609 FALSE hg19 chr12_gl949745_alt
296527 FALSE hg19 chr15_gl383554_alt
388773 FALSE hg19 chr15_gl383555_alt
192462 FALSE hg19 chr16_gl383556_alt
89672 FALSE hg19 chr16_gl383557_alt
270261 FALSE hg19 chr17_gl383563_alt
133151 FALSE hg19 chr17_gl383564_alt
223995 FALSE hg19 chr17_gl383565_alt
90219 FALSE hg19 chr17_gl383566_alt
278131 FALSE hg19 chr17_jh159146_alt
70345 FALSE hg19 chr17_jh159147_alt
88070 FALSE hg19 chr17_jh159148_alt
289831 FALSE hg19 chr18_gl383567_alt
104552 FALSE hg19 chr18_gl383568_alt
167950 FALSE hg19 chr18_gl383569_alt
164789 FALSE hg19 chr18_gl383570_alt
198278 FALSE hg19 chr18_gl383571_alt
159547 FALSE hg19 chr18_gl383572_alt
385657 FALSE hg19 chr19_gl383573_alt
155864 FALSE hg19 chr19_gl383574_alt
170222 FALSE hg19 chr19_gl383575_alt
188024 FALSE hg19 chr19_gl383576_alt
987716 FALSE hg19 chr19_gl949746_alt
729519 FALSE hg19 chr19_gl949747_alt
1064303 FALSE hg19 chr19_gl949748_alt
1091840 FALSE hg19 chr19_gl949749_alt
1066389 FALSE hg19 chr19_gl949750_alt
1002682 FALSE hg19 chr19_gl949751_alt
987100 FALSE hg19 chr19_gl949752_alt
796478 FALSE hg19 chr19_gl949753_alt
128385 FALSE hg19 chr20_gl383577_alt
63917 FALSE hg19 chr21_gl383578_alt
201198 FALSE hg19 chr21_gl383579_alt
74652 FALSE hg19 chr21_gl383580_alt
116690 FALSE hg19 chr21_gl383581_alt
162811 FALSE hg19 chr22_gl383582_alt
96924 FALSE hg19 chr22_gl383583_alt
74013 FALSE hg19 chr22_kb663609_alt
