seqlengths isCircular genome chrom
173649 FALSE hg38 chr3_KI270777v1_alt
248252 FALSE hg38 chr3_KI270778v1_alt
205312 FALSE hg38 chr3_KI270779v1_alt
224108 FALSE hg38 chr3_KI270780v1_alt
113034 FALSE hg38 chr3_KI270781v1_alt
162429 FALSE hg38 chr3_KI270782v1_alt
109187 FALSE hg38 chr3_KI270783v1_alt
184404 FALSE hg38 chr3_KI270784v1_alt
162896 FALSE hg38 chr3_KI270895v1_alt
166540 FALSE hg38 chr3_KI270924v1_alt
163458 FALSE hg38 chr3_KI270934v1_alt
197351 FALSE hg38 chr3_KI270935v1_alt
164170 FALSE hg38 chr3_KI270936v1_alt
165607 FALSE hg38 chr3_KI270937v1_alt
586476 FALSE hg38 chr4_GL000257v2_alt
164536 FALSE hg38 chr4_GL383527v1_alt
376187 FALSE hg38 chr4_GL383528v1_alt
119912 FALSE hg38 chr4_KI270785v1_alt
244096 FALSE hg38 chr4_KI270786v1_alt
111943 FALSE hg38 chr4_KI270787v1_alt
158965 FALSE hg38 chr4_KI270788v1_alt
205944 FALSE hg38 chr4_KI270789v1_alt
220246 FALSE hg38 chr4_KI270790v1_alt
378547 FALSE hg38 chr4_KI270896v1_alt
555799 FALSE hg38 chr4_KI270925v1_alt
1612928 FALSE hg38 chr5_GL339449v2_alt
101241 FALSE hg38 chr5_GL383530v1_alt
173459 FALSE hg38 chr5_GL383531v1_alt
82728 FALSE hg38 chr5_GL383532v1_alt
226852 FALSE hg38 chr5_GL949742v1_alt
195710 FALSE hg38 chr5_KI270791v1_alt
179043 FALSE hg38 chr5_KI270792v1_alt
126136 FALSE hg38 chr5_KI270793v1_alt
164558 FALSE hg38 chr5_KI270794v1_alt
131892 FALSE hg38 chr5_KI270795v1_alt
172708 FALSE hg38 chr5_KI270796v1_alt
1144418 FALSE hg38 chr5_KI270897v1_alt
130957 FALSE hg38 chr5_KI270898v1_alt
4672374 FALSE hg38 chr6_GL000250v2_alt
4795265 FALSE hg38 chr6_GL000251v2_alt
4604811 FALSE hg38 chr6_GL000252v2_alt
4677643 FALSE hg38 chr6_GL000253v2_alt
4827813 FALSE hg38 chr6_GL000254v2_alt
4606388 FALSE hg38 chr6_GL000255v2_alt
4929269 FALSE hg38 chr6_GL000256v2_alt
124736 FALSE hg38 chr6_GL383533v1_alt
185823 FALSE hg38 chr6_KB021644v2_alt
76752 FALSE hg38 chr6_KI270758v1_alt
197536 FALSE hg38 chr6_KI270797v1_alt
271782 FALSE hg38 chr6_KI270798v1_alt
152148 FALSE hg38 chr6_KI270799v1_alt
175808 FALSE hg38 chr6_KI270800v1_alt
870480 FALSE hg38 chr6_KI270801v1_alt
75005 FALSE hg38 chr6_KI270802v1_alt
119183 FALSE hg38 chr7_GL383534v2_alt
1111570 FALSE hg38 chr7_KI270803v1_alt
157952 FALSE hg38 chr7_KI270804v1_alt
209988 FALSE hg38 chr7_KI270805v1_alt
158166 FALSE hg38 chr7_KI270806v1_alt
126434 FALSE hg38 chr7_KI270807v1_alt
271455 FALSE hg38 chr7_KI270808v1_alt
209586 FALSE hg38 chr7_KI270809v1_alt
190869 FALSE hg38 chr7_KI270899v1_alt
374415 FALSE hg38 chr8_KI270810v1_alt
292436 FALSE hg38 chr8_KI270811v1_alt
282736 FALSE hg38 chr8_KI270812v1_alt
300230 FALSE hg38 chr8_KI270813v1_alt
141812 FALSE hg38 chr8_KI270814v1_alt
132244 FALSE hg38 chr8_KI270815v1_alt
305841 FALSE hg38 chr8_KI270816v1_alt
158983 FALSE hg38 chr8_KI270817v1_alt
145606 FALSE hg38 chr8_KI270818v1_alt
133535 FALSE hg38 chr8_KI270819v1_alt
36640 FALSE hg38 chr8_KI270820v1_alt
985506 FALSE hg38 chr8_KI270821v1_alt
624492 FALSE hg38 chr8_KI270822v1_alt
318687 FALSE hg38 chr8_KI270900v1_alt
136959 FALSE hg38 chr8_KI270901v1_alt
229282 FALSE hg38 chr8_KI270926v1_alt
162988 FALSE hg38 chr9_GL383539v1_alt
71551 FALSE hg38 chr9_GL383540v1_alt
171286 FALSE hg38 chr9_GL383541v1_alt
60032 FALSE hg38 chr9_GL383542v1_alt
439082 FALSE hg38 chr9_KI270823v1_alt
179254 FALSE hg38 chr10_GL383545v1_alt
309802 FALSE hg38 chr10_GL383546v1_alt
181496 FALSE hg38 chr10_KI270824v1_alt
188315 FALSE hg38 chr10_KI270825v1_alt
154407 FALSE hg38 chr11_GL383547v1_alt
200998 FALSE hg38 chr11_JH159136v1_alt
191409 FALSE hg38 chr11_JH159137v1_alt
186169 FALSE hg38 chr11_KI270826v1_alt
67707 FALSE hg38 chr11_KI270827v1_alt
204059 FALSE hg38 chr11_KI270829v1_alt
177092 FALSE hg38 chr11_KI270830v1_alt
296895 FALSE hg38 chr11_KI270831v1_alt
210133 FALSE hg38 chr11_KI270832v1_alt
106711 FALSE hg38 chr11_KI270902v1_alt
214625 FALSE hg38 chr11_KI270903v1_alt
218612 FALSE hg38 chr11_KI270927v1_alt
120804 FALSE hg38 chr12_GL383549v1_alt
169178 FALSE hg38 chr12_GL383550v2_alt
184319 FALSE hg38 chr12_GL383551v1_alt
138655 FALSE hg38 chr12_GL383552v1_alt
152874 FALSE hg38 chr12_GL383553v2_alt
167313 FALSE hg38 chr12_GL877875v1_alt
408271 FALSE hg38 chr12_GL877876v1_alt
76061 FALSE hg38 chr12_KI270833v1_alt
119498 FALSE hg38 chr12_KI270834v1_alt
238139 FALSE hg38 chr12_KI270835v1_alt
56134 FALSE hg38 chr12_KI270836v1_alt
40090 FALSE hg38 chr12_KI270837v1_alt
572349 FALSE hg38 chr12_KI270904v1_alt
306913 FALSE hg38 chr13_KI270838v1_alt
180306 FALSE hg38 chr13_KI270839v1_alt
191684 FALSE hg38 chr13_KI270840v1_alt
169134 FALSE hg38 chr13_KI270841v1_alt
37287 FALSE hg38 chr13_KI270842v1_alt
103832 FALSE hg38 chr13_KI270843v1_alt
322166 FALSE hg38 chr14_KI270844v1_alt
180703 FALSE hg38 chr14_KI270845v1_alt
1351393 FALSE hg38 chr14_KI270846v1_alt
1511111 FALSE hg38 chr14_KI270847v1_alt
296527 FALSE hg38 chr15_GL383554v1_alt
388773 FALSE hg38 chr15_GL383555v2_alt
327382 FALSE hg38 chr15_KI270848v1_alt
244917 FALSE hg38 chr15_KI270849v1_alt
430880 FALSE hg38 chr15_KI270850v1_alt
263054 FALSE hg38 chr15_KI270851v1_alt
478999 FALSE hg38 chr15_KI270852v1_alt
5161414 FALSE hg38 chr15_KI270905v1_alt
196384 FALSE hg38 chr15_KI270906v1_alt
192462 FALSE hg38 chr16_GL383556v1_alt
89672 FALSE hg38 chr16_GL383557v1_alt
2659700 FALSE hg38 chr16_KI270853v1_alt
134193 FALSE hg38 chr16_KI270854v1_alt
232857 FALSE hg38 chr16_KI270855v1_alt
63982 FALSE hg38 chr16_KI270856v1_alt
1821992 FALSE hg38 chr17_GL000258v2_alt
375691 FALSE hg38 chr17_GL383563v3_alt
133151 FALSE hg38 chr17_GL383564v2_alt
223995 FALSE hg38 chr17_GL383565v1_alt
90219 FALSE hg38 chr17_GL383566v1_alt
278131 FALSE hg38 chr17_JH159146v1_alt
70345 FALSE hg38 chr17_JH159147v1_alt
88070 FALSE hg38 chr17_JH159148v1_alt
2877074 FALSE hg38 chr17_KI270857v1_alt
235827 FALSE hg38 chr17_KI270858v1_alt
108763 FALSE hg38 chr17_KI270859v1_alt
178921 FALSE hg38 chr17_KI270860v1_alt
196688 FALSE hg38 chr17_KI270861v1_alt
391357 FALSE hg38 chr17_KI270862v1_alt
137721 FALSE hg38 chr17_KI270907v1_alt
1423190 FALSE hg38 chr17_KI270908v1_alt
325800 FALSE hg38 chr17_KI270909v1_alt
157099 FALSE hg38 chr17_KI270910v1_alt
289831 FALSE hg38 chr18_GL383567v1_alt
104552 FALSE hg38 chr18_GL383568v1_alt
167950 FALSE hg38 chr18_GL383569v1_alt
164789 FALSE hg38 chr18_GL383570v1_alt
198278 FALSE hg38 chr18_GL383571v1_alt
159547 FALSE hg38 chr18_GL383572v1_alt
167999 FALSE hg38 chr18_KI270863v1_alt
111737 FALSE hg38 chr18_KI270864v1_alt
157710 FALSE hg38 chr18_KI270911v1_alt
174061 FALSE hg38 chr18_KI270912v1_alt
177381 FALSE hg38 chr19_GL000209v2_alt
385657 FALSE hg38 chr19_GL383573v1_alt
155864 FALSE hg38 chr19_GL383574v1_alt
170222 FALSE hg38 chr19_GL383575v2_alt
188024 FALSE hg38 chr19_GL383576v1_alt
987716 FALSE hg38 chr19_GL949746v1_alt
729520 FALSE hg38 chr19_GL949747v2_alt
1064304 FALSE hg38 chr19_GL949748v2_alt
1091841 FALSE hg38 chr19_GL949749v2_alt
1066390 FALSE hg38 chr19_GL949750v2_alt
1002683 FALSE hg38 chr19_GL949751v2_alt
987100 FALSE hg38 chr19_GL949752v1_alt
796479 FALSE hg38 chr19_GL949753v2_alt
52969 FALSE hg38 chr19_KI270865v1_alt
43156 FALSE hg38 chr19_KI270866v1_alt
233762 FALSE hg38 chr19_KI270867v1_alt
61734 FALSE hg38 chr19_KI270868v1_alt
248807 FALSE hg38 chr19_KI270882v1_alt
170399 FALSE hg38 chr19_KI270883v1_alt
157053 FALSE hg38 chr19_KI270884v1_alt
171027 FALSE hg38 chr19_KI270885v1_alt
204239 FALSE hg38 chr19_KI270886v1_alt
209512 FALSE hg38 chr19_KI270887v1_alt
155532 FALSE hg38 chr19_KI270888v1_alt
170698 FALSE hg38 chr19_KI270889v1_alt
184499 FALSE hg38 chr19_KI270890v1_alt
170680 FALSE hg38 chr19_KI270891v1_alt
205194 FALSE hg38 chr19_KI270914v1_alt
170665 FALSE hg38 chr19_KI270915v1_alt
184516 FALSE hg38 chr19_KI270916v1_alt
190932 FALSE hg38 chr19_KI270917v1_alt
123111 FALSE hg38 chr19_KI270918v1_alt
170701 FALSE hg38 chr19_KI270919v1_alt
198005 FALSE hg38 chr19_KI270920v1_alt
282224 FALSE hg38 chr19_KI270921v1_alt
187935 FALSE hg38 chr19_KI270922v1_alt
189352 FALSE hg38 chr19_KI270923v1_alt
186203 FALSE hg38 chr19_KI270929v1_alt
200773 FALSE hg38 chr19_KI270930v1_alt
170148 FALSE hg38 chr19_KI270931v1_alt
215732 FALSE hg38 chr19_KI270932v1_alt
170537 FALSE hg38 chr19_KI270933v1_alt
1066800 FALSE hg38 chr19_KI270938v1_alt
128386 FALSE hg38 chr20_GL383577v2_alt
118774 FALSE hg38 chr20_KI270869v1_alt
183433 FALSE hg38 chr20_KI270870v1_alt
58661 FALSE hg38 chr20_KI270871v1_alt
63917 FALSE hg38 chr21_GL383578v2_alt
201197 FALSE hg38 chr21_GL383579v2_alt
74653 FALSE hg38 chr21_GL383580v2_alt
116689 FALSE hg38 chr21_GL383581v2_alt
82692 FALSE hg38 chr21_KI270872v1_alt
143900 FALSE hg38 chr21_KI270873v1_alt
166743 FALSE hg38 chr21_KI270874v1_alt
162811 FALSE hg38 chr22_GL383582v2_alt
96924 FALSE hg38 chr22_GL383583v2_alt
74013 FALSE hg38 chr22_KB663609v1_alt
259914 FALSE hg38 chr22_KI270875v1_alt
263666 FALSE hg38 chr22_KI270876v1_alt
101331 FALSE hg38 chr22_KI270877v1_alt
186262 FALSE hg38 chr22_KI270878v1_alt
304135 FALSE hg38 chr22_KI270879v1_alt
176103 FALSE hg38 chr22_KI270928v1_alt
284869 FALSE hg38 chrX_KI270880v1_alt
144206 FALSE hg38 chrX_KI270881v1_alt
274009 FALSE hg38 chrX_KI270913v1_alt
175055 FALSE hg38 chr1_KI270706v1_random
32032 FALSE hg38 chr1_KI270707v1_random
127682 FALSE hg38 chr1_KI270708v1_random
66860 FALSE hg38 chr1_KI270709v1_random
40176 FALSE hg38 chr1_KI270710v1_random
42210 FALSE hg38 chr1_KI270711v1_random
176043 FALSE hg38 chr1_KI270712v1_random
40745 FALSE hg38 chr1_KI270713v1_random
41717 FALSE hg38 chr1_KI270714v1_random
161471 FALSE hg38 chr2_KI270715v1_random
153799 FALSE hg38 chr2_KI270716v1_random
155397 FALSE hg38 chr3_GL000221v1_random
209709 FALSE hg38 chr4_GL000008v2_random
92689 FALSE hg38 chr5_GL000208v1_random
40062 FALSE hg38 chr9_KI270717v1_random
38054 FALSE hg38 chr9_KI270718v1_random
176845 FALSE hg38 chr9_KI270719v1_random
39050 FALSE hg38 chr9_KI270720v1_random
100316 FALSE hg38 chr11_KI270721v1_random
201709 FALSE hg38 chr14_GL000009v2_random
191469 FALSE hg38 chr14_GL000194v1_random
211173 FALSE hg38 chr14_GL000225v1_random
194050 FALSE hg38 chr14_KI270722v1_random
38115 FALSE hg38 chr14_KI270723v1_random
39555 FALSE hg38 chr14_KI270724v1_random
172810 FALSE hg38 chr14_KI270725v1_random
43739 FALSE hg38 chr14_KI270726v1_random
448248 FALSE hg38 chr15_KI270727v1_random
1872759 FALSE hg38 chr16_KI270728v1_random
185591 FALSE hg38 chr17_GL000205v2_random
280839 FALSE hg38 chr17_KI270729v1_random
112551 FALSE hg38 chr17_KI270730v1_random
150754 FALSE hg38 chr22_KI270731v1_random
41543 FALSE hg38 chr22_KI270732v1_random
179772 FALSE hg38 chr22_KI270733v1_random
165050 FALSE hg38 chr22_KI270734v1_random
42811 FALSE hg38 chr22_KI270735v1_random
181920 FALSE hg38 chr22_KI270736v1_random
103838 FALSE hg38 chr22_KI270737v1_random
99375 FALSE hg38 chr22_KI270738v1_random
73985 FALSE hg38 chr22_KI270739v1_random
37240 FALSE hg38 chrY_KI270740v1_random
182896 FALSE hg38 chrUn_GL000195v1
164239 FALSE hg38 chrUn_GL000213v1
137718 FALSE hg38 chrUn_GL000214v1
176608 FALSE hg38 chrUn_GL000216v2
161147 FALSE hg38 chrUn_GL000218v1
179198 FALSE hg38 chrUn_GL000219v1
161802 FALSE hg38 chrUn_GL000220v1
179693 FALSE hg38 chrUn_GL000224v1
15008 FALSE hg38 chrUn_GL000226v1
2274 FALSE hg38 chrUn_KI270302v1
1942 FALSE hg38 chrUn_KI270303v1
2165 FALSE hg38 chrUn_KI270304v1
1472 FALSE hg38 chrUn_KI270305v1
1201 FALSE hg38 chrUn_KI270310v1
12399 FALSE hg38 chrUn_KI270311v1
998 FALSE hg38 chrUn_KI270312v1
2276 FALSE hg38 chrUn_KI270315v1
1444 FALSE hg38 chrUn_KI270316v1
37690 FALSE hg38 chrUn_KI270317v1
4416 FALSE hg38 chrUn_KI270320v1
21476 FALSE hg38 chrUn_KI270322v1
1040 FALSE hg38 chrUn_KI270329v1
1652 FALSE hg38 chrUn_KI270330v1
2699 FALSE hg38 chrUn_KI270333v1
1368 FALSE hg38 chrUn_KI270334v1
1048 FALSE hg38 chrUn_KI270335v1
1026 FALSE hg38 chrUn_KI270336v1
1121 FALSE hg38 chrUn_KI270337v1
1428 FALSE hg38 chrUn_KI270338v1
1428 FALSE hg38 chrUn_KI270340v1
3530 FALSE hg38 chrUn_KI270362v1
1803 FALSE hg38 chrUn_KI270363v1
2855 FALSE hg38 chrUn_KI270364v1
8320 FALSE hg38 chrUn_KI270366v1
2805 FALSE hg38 chrUn_KI270371v1
1650 FALSE hg38 chrUn_KI270372v1
1451 FALSE hg38 chrUn_KI270373v1
2656 FALSE hg38 chrUn_KI270374v1
2378 FALSE hg38 chrUn_KI270375v1
1136 FALSE hg38 chrUn_KI270376v1
1048 FALSE hg38 chrUn_KI270378v1
1045 FALSE hg38 chrUn_KI270379v1
1930 FALSE hg38 chrUn_KI270381v1
4215 FALSE hg38 chrUn_KI270382v1
1750 FALSE hg38 chrUn_KI270383v1
1658 FALSE hg38 chrUn_KI270384v1
990 FALSE hg38 chrUn_KI270385v1
1788 FALSE hg38 chrUn_KI270386v1
1537 FALSE hg38 chrUn_KI270387v1
1216 FALSE hg38 chrUn_KI270388v1
1298 FALSE hg38 chrUn_KI270389v1
2387 FALSE hg38 chrUn_KI270390v1
1484 FALSE hg38 chrUn_KI270391v1
971 FALSE hg38 chrUn_KI270392v1
1308 FALSE hg38 chrUn_KI270393v1
970 FALSE hg38 chrUn_KI270394v1
1143 FALSE hg38 chrUn_KI270395v1
1880 FALSE hg38 chrUn_KI270396v1
2646 FALSE hg38 chrUn_KI270411v1
1179 FALSE hg38 chrUn_KI270412v1
2489 FALSE hg38 chrUn_KI270414v1
2043 FALSE hg38 chrUn_KI270417v1
2145 FALSE hg38 chrUn_KI270418v1
1029 FALSE hg38 chrUn_KI270419v1
2321 FALSE hg38 chrUn_KI270420v1
1445 FALSE hg38 chrUn_KI270422v1
981 FALSE hg38 chrUn_KI270423v1
2140 FALSE hg38 chrUn_KI270424v1
1884 FALSE hg38 chrUn_KI270425v1
1361 FALSE hg38 chrUn_KI270429v1
92983 FALSE hg38 chrUn_KI270435v1
112505 FALSE hg38 chrUn_KI270438v1
392061 FALSE hg38 chrUn_KI270442v1
7992 FALSE hg38 chrUn_KI270448v1
1774 FALSE hg38 chrUn_KI270465v1
1233 FALSE hg38 chrUn_KI270466v1
3920 FALSE hg38 chrUn_KI270467v1
4055 FALSE hg38 chrUn_KI270468v1
5353 FALSE hg38 chrUn_KI270507v1
1951 FALSE hg38 chrUn_KI270508v1
2318 FALSE hg38 chrUn_KI270509v1
2415 FALSE hg38 chrUn_KI270510v1
8127 FALSE hg38 chrUn_KI270511v1
22689 FALSE hg38 chrUn_KI270512v1
6361 FALSE hg38 chrUn_KI270515v1
1300 FALSE hg38 chrUn_KI270516v1
3253 FALSE hg38 chrUn_KI270517v1
2186 FALSE hg38 chrUn_KI270518v1
138126 FALSE hg38 chrUn_KI270519v1
7642 FALSE hg38 chrUn_KI270521v1
5674 FALSE hg38 chrUn_KI270522v1
2983 FALSE hg38 chrUn_KI270528v1
1899 FALSE hg38 chrUn_KI270529v1
2168 FALSE hg38 chrUn_KI270530v1
91309 FALSE hg38 chrUn_KI270538v1
993 FALSE hg38 chrUn_KI270539v1
1202 FALSE hg38 chrUn_KI270544v1
1599 FALSE hg38 chrUn_KI270548v1
31033 FALSE hg38 chrUn_KI270579v1
1553 FALSE hg38 chrUn_KI270580v1
7046 FALSE hg38 chrUn_KI270581v1
6504 FALSE hg38 chrUn_KI270582v1
1400 FALSE hg38 chrUn_KI270583v1
4513 FALSE hg38 chrUn_KI270584v1
2969 FALSE hg38 chrUn_KI270587v1
6158 FALSE hg38 chrUn_KI270588v1
44474 FALSE hg38 chrUn_KI270589v1
4685 FALSE hg38 chrUn_KI270590v1
5796 FALSE hg38 chrUn_KI270591v1
3041 FALSE hg38 chrUn_KI270593v1
157432 FALSE hg38 chrUn_KI270741v1
186739 FALSE hg38 chrUn_KI270742v1
210658 FALSE hg38 chrUn_KI270743v1
168472 FALSE hg38 chrUn_KI270744v1
41891 FALSE hg38 chrUn_KI270745v1
66486 FALSE hg38 chrUn_KI270746v1
198735 FALSE hg38 chrUn_KI270747v1
93321 FALSE hg38 chrUn_KI270748v1
158759 FALSE hg38 chrUn_KI270749v1
148850 FALSE hg38 chrUn_KI270750v1
150742 FALSE hg38 chrUn_KI270751v1
27745 FALSE hg38 chrUn_KI270752v1
62944 FALSE hg38 chrUn_KI270753v1
40191 FALSE hg38 chrUn_KI270754v1
36723 FALSE hg38 chrUn_KI270755v1
79590 FALSE hg38 chrUn_KI270756v1
71251 FALSE hg38 chrUn_KI270757v1
186494 FALSE hg38 chr1_KN196472v1_fix
166200 FALSE hg38 chr1_KN196473v1_fix
122022 FALSE hg38 chr1_KN196474v1_fix
460100 FALSE hg38 chr1_KN538360v1_fix
305542 FALSE hg38 chr1_KN538361v1_fix
467143 FALSE hg38 chr1_KQ031383v1_fix
330031 FALSE hg38 chr1_KZ208906v1_fix
44955 FALSE hg38 chr1_KZ559100v1_fix
208149 FALSE hg38 chr2_KN538362v1_fix
365499 FALSE hg38 chr2_KN538363v1_fix
481245 FALSE hg38 chr2_KQ031384v1_fix
145975 FALSE hg38 chr2_ML143341v1_fix
84043 FALSE hg38 chr2_ML143342v1_fix
451168 FALSE hg38 chr3_KN196475v1_fix
305979 FALSE hg38 chr3_KN196476v1_fix
415308 FALSE hg38 chr3_KN538364v1_fix
373699 FALSE hg38 chr3_KQ031385v1_fix
165718 FALSE hg38 chr3_KQ031386v1_fix
411654 FALSE hg38 chr3_KV766192v1_fix
105527 FALSE hg38 chr3_KZ559104v1_fix
230434 FALSE hg38 chr4_KQ983257v1_fix
235734 FALSE hg38 chr4_ML143344v1_fix
341066 FALSE hg38 chr4_ML143345v1_fix
53476 FALSE hg38 chr4_ML143346v1_fix
176674 FALSE hg38 chr4_ML143347v1_fix
125549 FALSE hg38 chr4_ML143348v1_fix
276109 FALSE hg38 chr4_ML143349v1_fix
673059 FALSE hg38 chr5_KV575244v1_fix
89956 FALSE hg38 chr5_ML143350v1_fix
268330 FALSE hg38 chr6_KN196478v1_fix
320750 FALSE hg38 chr6_KQ031387v1_fix
245716 FALSE hg38 chr6_KQ090016v1_fix
139427 FALSE hg38 chr6_KV766194v1_fix
242796 FALSE hg38 chr6_KZ208911v1_fix
73265 FALSE hg38 chr6_ML143351v1_fix
179932 FALSE hg38 chr7_KQ031388v1_fix
142129 FALSE hg38 chr7_KV880764v1_fix
468267 FALSE hg38 chr7_KV880765v1_fix
589656 FALSE hg38 chr7_KZ208912v1_fix
254759 FALSE hg38 chr7_ML143352v1_fix
156998 FALSE hg38 chr8_KV880766v1_fix
265876 FALSE hg38 chr8_KV880767v1_fix
165120 FALSE hg38 chr8_KZ208914v1_fix
6367528 FALSE hg38 chr8_KZ208915v1_fix
330164 FALSE hg38 chr9_KN196479v1_fix
25408 FALSE hg38 chr9_ML143353v1_fix
277797 FALSE hg38 chr10_KN196480v1_fix
14347 FALSE hg38 chr10_KN538365v1_fix
85284 FALSE hg38 chr10_KN538366v1_fix
420164 FALSE hg38 chr10_KN538367v1_fix
264545 FALSE hg38 chr10_KQ090021v1_fix
454963 FALSE hg38 chr10_ML143354v1_fix
292944 FALSE hg38 chr10_ML143355v1_fix
108875 FALSE hg38 chr11_KN196481v1_fix
181958 FALSE hg38 chr11_KQ090022v1_fix
196940 FALSE hg38 chr11_KQ759759v1_fix
140877 FALSE hg38 chr11_KV766195v1_fix
305244 FALSE hg38 chr11_KZ559108v1_fix
279644 FALSE hg38 chr11_KZ559109v1_fix
45257 FALSE hg38 chr11_ML143356v1_fix
165419 FALSE hg38 chr11_ML143357v1_fix
270122 FALSE hg38 chr11_ML143358v1_fix
217075 FALSE hg38 chr11_ML143359v1_fix
170928 FALSE hg38 chr11_ML143360v1_fix
211377 FALSE hg38 chr12_KN196482v1_fix
541038 FALSE hg38 chr12_KN538369v1_fix
86533 FALSE hg38 chr12_KN538370v1_fix
315610 FALSE hg38 chr12_KQ759760v1_fix
1046838 FALSE hg38 chr12_KZ208916v1_fix
64689 FALSE hg38 chr12_KZ208917v1_fix
297568 FALSE hg38 chr12_ML143361v1_fix
192531 FALSE hg38 chr12_ML143362v1_fix
35455 FALSE hg38 chr13_KN196483v1_fix
206320 FALSE hg38 chr13_KN538371v1_fix
356766 FALSE hg38 chr13_KN538372v1_fix
148762 FALSE hg38 chr13_KN538373v1_fix
7309 FALSE hg38 chr13_ML143363v1_fix
158944 FALSE hg38 chr13_ML143364v1_fix
65394 FALSE hg38 chr13_ML143365v1_fix
409912 FALSE hg38 chr13_ML143366v1_fix
690932 FALSE hg38 chr14_KZ208920v1_fix
399183 FALSE hg38 chr14_ML143367v1_fix
4998962 FALSE hg38 chr15_KN538374v1_fix
97763 FALSE hg38 chr15_ML143369v1_fix
369264 FALSE hg38 chr15_ML143370v1_fix
5500449 FALSE hg38 chr15_ML143371v1_fix
396515 FALSE hg38 chr15_ML143372v1_fix
1927115 FALSE hg38 chr16_KV880768v1_fix
480415 FALSE hg38 chr16_KZ559113v1_fix
270967 FALSE hg38 chr16_ML143373v1_fix
154723 FALSE hg38 chr17_KV575245v1_fix
281919 FALSE hg38 chr17_KV766196v1_fix
137908 FALSE hg38 chr17_ML143374v1_fix
56695 FALSE hg38 chr17_ML143375v1_fix
407387 FALSE hg38 chr18_KQ090028v1_fix
93070 FALSE hg38 chr18_KZ208922v1_fix
230843 FALSE hg38 chr18_KZ559115v1_fix
370917 FALSE hg38 chr19_KN196484v1_fix
405389 FALSE hg38 chr19_KQ458386v1_fix
493165 FALSE hg38 chr19_ML143376v1_fix
519485 FALSE hg38 chr21_ML143377v1_fix
101037 FALSE hg38 chr22_KQ759762v1_fix
461303 FALSE hg38 chr22_ML143378v1_fix
12295 FALSE hg38 chr22_ML143379v1_fix
412368 FALSE hg38 chr22_ML143380v1_fix
403128 FALSE hg38 chrX_ML143381v1_fix
28824 FALSE hg38 chrX_ML143382v1_fix
68192 FALSE hg38 chrX_ML143383v1_fix
14678 FALSE hg38 chrX_ML143384v1_fix
17435 FALSE hg38 chrX_ML143385v1_fix
101150 FALSE hg38 chrY_KN196487v1_fix
48370 FALSE hg38 chrY_KZ208923v1_fix
209722 FALSE hg38 chrY_KZ208924v1_fix
141019 FALSE hg38 chr1_KQ458382v1_alt
349938 FALSE hg38 chr1_KQ458383v1_alt
212205 FALSE hg38 chr1_KQ458384v1_alt
278659 FALSE hg38 chr1_KQ983255v1_alt
551020 FALSE hg38 chr1_KV880763v1_alt
166136 FALSE hg38 chr1_KZ208904v1_alt
140355 FALSE hg38 chr1_KZ208905v1_alt
535088 FALSE hg38 chr2_KQ983256v1_alt
181658 FALSE hg38 chr2_KZ208907v1_alt
